gvkey,iid,cik,first_date,last_date
037903,03,1838293,2021-06-01,2024-09-24
040528,03,1901799,2022-01-03,2025-08-12
040072,01,1883962,2021-11-03,2023-08-14
205809,02W,1041668,2003-09-22,2022-04-29
036094,04,1794621,2020-01-22,2022-11-14
040253,02,1856653,2021-06-22,2023-08-14
014972,01,1041917,1998-02-26,2025-03-05
039529,03,1873441,2021-08-26,2024-08-14
040253,01,1856653,2021-06-22,2023-08-14
038373,01,1840317,2021-06-04,2024-09-10
036881,02,1907685,2022-05-25,2023-11-09
151057,01,1168164,2006-06-02,2025-06-02
037062,01,1534133,2020-07-31,2025-08-12
039581,01,1850262,2021-06-14,2025-05-29
039638,02,1869673,2021-11-12,2024-05-31
019744,91W,1549802,2014-01-30,2025-04-17
019744,90W,1549802,2014-01-30,2025-04-17
040551,01,1875493,2021-08-16,2025-08-14
025908,01,887126,1994-06-15,2005-06-30
016848,01,1438533,2012-12-19,2025-08-06
009102,03C,83509,2003-05-13,2004-05-11
148394,01,1318220,2008-10-17,2015-10-30
179182,01,1414043,2007-10-03,2022-11-18
022707,01,99249,1996-04-01,2010-07-26
176873,01,1294250,2004-12-17,2018-02-15
106203,03W,1231346,2004-03-30,2022-05-17
015150,02,795615,2003-03-27,2009-07-30
009102,01,83509,2003-05-13,2004-05-11
009102,02C,83509,2003-05-13,2004-05-11
021435,01,842289,1995-11-14,2005-11-01
110249,02,1044490,2000-05-11,2006-11-13
020704,01C,904121,2003-08-07,2007-03-30
106519,01,1142229,2003-01-13,2012-03-19
182166,01,1445235,2008-09-26,2010-09-14
206059,01,1106051,2002-11-01,2006-11-28
019415,01,745344,1995-03-29,2006-11-08
031106,01,916802,1997-05-01,2010-03-26
008304,01,75829,1994-03-11,2015-05-21
191355,01,1526329,2012-01-24,2024-08-08
106519,01C,1142229,2003-01-13,2012-03-19
011191,03,103730,1994-03-31,2025-08-06
028724,02W,1453015,2009-04-30,2025-05-06
249158,01W,1207179,2002-11-27,2025-08-15
140522,01,1076505,2000-01-31,2009-11-23
146998,01,1076310,2001-06-11,2007-09-14
184275,01,1397832,2010-05-17,2012-11-14
012703,01,1522704,2011-12-09,2019-11-19
028336,09,897802,1995-06-06,2025-03-10
106100,03,922247,1996-05-15,2024-11-14
112116,91,1062573,2001-08-10,2007-03-01
008020,07W,353278,2003-02-20,2024-08-07
008020,95W,353278,2003-02-20,2024-08-07
183838,01,1425715,2010-03-31,2014-05-15
021076,01,1487906,2014-03-31,2017-05-15
009799,01,91668,1995-07-19,2025-07-11
022879,01,1597846,2014-01-27,2025-08-12
143831,01,1084597,2001-05-25,2015-07-14
013235,02,811641,1995-08-03,2025-08-14
178907,01,1397047,2007-04-30,2024-11-19
026725,01,1487843,2015-12-21,2019-11-12
039426,01,1648960,2016-09-23,2025-08-14
021990,01,1600890,2014-03-11,2019-05-10
034103,01,1734005,2018-09-05,2025-04-30
035472,01,822370,2019-11-12,2025-08-14
024351,02,1512499,2015-04-28,2025-08-04
032090,03,1703785,2017-06-28,2018-08-10
032738,03,1716947,2018-01-09,2021-08-09
022316,04,1622577,2014-10-24,2016-10-12
026908,02,1494891,2015-12-30,2025-08-12
151224,01,1143997,2001-07-03,2020-07-31
037214,01,1776909,2020-08-12,2025-08-06
037068,03,1819994,2020-11-16,2021-08-03
039136,02,1814329,2021-02-16,2024-06-05
038190,01,1843205,2021-06-03,2023-05-12
041441,01,1828805,2021-06-28,2025-05-09
037056,03,1819496,2020-11-13,2022-11-07
297434,01W,1725332,2018-08-30,2025-08-28
037582,03,1822935,2021-01-13,2022-03-31
034864,03,1754820,2019-02-25,2020-11-16
037830,02,1834342,2021-02-11,2023-03-29
036274,04,1799611,2020-03-02,2021-04-02
037976,01,1834336,2021-02-02,2023-11-13
039855,01,1849548,2021-07-30,2024-08-14
037679,01,1825473,2021-03-31,2023-11-29
035008,01,1596812,2019-03-27,2025-05-30
038240,03,1884334,2021-12-22,2022-06-30
297507,90,1691221,2018-03-27,2025-08-18
032228,02,1704760,2017-07-06,2023-05-12
036016,01,1790665,2019-12-27,2022-11-15
037039,02,1815086,2020-09-23,2023-08-11
036329,02,1794338,2019-12-09,2025-08-05
164557,01,1324948,2005-05-11,2025-08-01
036157,03,1932737,2022-09-28,2025-06-10
040312,02,1889123,2021-10-21,2025-08-12
039259,03,1854583,2021-09-20,2024-08-14
035891,01,1785566,2019-11-21,2025-04-25
037483,02,1821075,2020-09-03,2022-12-20
038608,01,1849058,2021-09-02,2024-08-15
036917,03,1839175,2021-05-27,2023-11-20
037905,02,1834755,2021-01-25,2023-11-14
032878,01,1710350,2017-07-10,2025-08-14
038070,01,1835972,2021-02-11,2024-05-16
041105,01,1891944,2021-11-24,2025-07-24
038326,03,1838238,2021-05-24,2022-10-31
040783,01,1887673,2022-02-18,2025-03-20
037955,02,1842556,2021-12-28,2025-08-14
038070,03,1835972,2021-02-11,2024-08-13
038037,01,1837344,2021-02-08,2024-02-14
037792,02,1835713,2021-01-19,2022-11-14
037819,01,1828608,2021-01-20,2023-05-22
038334,02,1842937,2021-07-12,2025-05-15
037660,01,1831979,2021-03-11,2024-08-14
022320,01,1592782,2013-12-04,2023-08-14
332967,01W,1846715,2021-11-30,2025-08-14
035550,01,1377936,2007-03-08,2025-07-08
038405,01,1843993,2021-06-21,2024-11-14
038240,02,1848898,2021-06-14,2024-05-20
038196,02,1801417,2020-08-28,2025-08-19
040295,02,1855474,2021-11-18,2025-08-14
183486,01,1907223,2023-10-17,2025-08-18
050534,01,2001794,2024-03-20,2025-05-15
144849,01,1093933,2000-11-15,2008-11-19
160435,01,1173738,2002-06-03,2015-06-15
141459,90W,1121788,2000-09-11,2025-04-30
032042,02,1680873,2016-09-21,2018-08-09
007228,05W,1613103,2014-07-14,2025-08-26
027724,01,1653558,2015-10-13,2018-07-18
141459,05W,1121788,2000-09-11,2025-04-30
034962,03,1753648,2019-02-22,2020-09-15
023150,03,1622353,2015-05-15,2020-11-09
024601,01,1624794,2015-09-09,2025-07-31
026179,01,1038773,2015-11-05,2025-08-11
160479,01,1289490,2004-05-13,2025-08-01
175013,01W,822411,2006-02-06,2018-08-13
003221,01W,315293,1995-03-31,2025-07-25
007637,02W,1623613,2015-05-08,2020-11-06
026156,04,1645590,2015-07-01,2025-06-04
063490,01,1014739,1996-06-06,2019-07-31
185797,01,1498828,2010-10-07,2025-05-09
017727,01,1549084,2014-01-23,2025-05-05
012719,01,719135,1995-12-28,2025-08-07
183636,01,1472595,2009-11-19,2022-05-09
175307,01,1364250,2006-06-16,2025-08-08
177975,01,1296205,2007-02-09,2020-11-09
020645,01,1437402,2014-04-11,2025-08-04
038398,01,1831617,2020-11-12,2023-05-04
039875,01,1819438,2021-06-21,2025-08-14
186278,04,1487712,2011-01-14,2025-08-04
035030,01,1759774,2019-04-02,2025-08-04
038248,03,1843388,2021-05-26,2023-04-17
024049,01,1501729,2011-03-25,2025-08-14
026156,01,1645590,2015-07-01,2025-06-04
020412,01,1176948,2014-01-10,2025-08-08
035882,01C,1788348,2020-05-08,2025-05-09
037076,01,1031308,2002-04-23,2025-08-06
039255,02,1816708,2021-02-16,2025-08-08
157373,02,1692819,2016-12-23,2025-08-08
038768,01,1818093,2020-12-31,2025-08-07
016884,02,1547546,2012-12-20,2025-08-08
037780,04,1829432,2020-10-29,2023-11-08
030024,94W,912958,2003-01-21,2025-05-08
025124,02W,1707925,2019-03-18,2025-08-01
030024,01,912958,2003-01-21,2025-05-08
024660,01,862861,1996-08-12,2025-08-12
020517,01,1606163,2014-08-14,2025-08-05
035674,01,1758021,2019-02-11,2025-08-08
039627,02,1864943,2021-09-10,2025-08-13
035089,01,1633070,2019-01-28,2023-08-03
020517,02,1606163,2014-08-14,2025-08-05
032558,02,1712463,2018-01-05,2025-08-05
004818,01,1124198,2000-11-22,2025-08-01
156676,01W,1622536,2024-08-13,2025-08-07
037871,05,1839341,2021-08-11,2025-08-08
034034,01,1949543,2023-03-08,2025-08-04
183029,01,1527590,2016-06-20,2025-08-08
040498,02,1889450,2021-12-23,2025-08-22
038935,02,1854963,2021-07-30,2025-08-14
042217,01,1932072,2023-02-10,2025-04-28
041733,01,1898766,2022-09-12,2025-06-10
157820,01,1119190,2003-02-26,2025-08-14
155894,01,278165,2003-11-14,2025-08-19
021292,01,1498372,2014-07-25,2025-08-14
040310,01,1888734,2022-01-21,2025-08-26
039524,01,1650164,2021-05-03,2025-08-06
020621,02,1651944,2019-06-18,2024-05-15
116166,01,50471,1998-01-15,2025-05-15
065800,01,944696,1996-07-24,2019-05-16
014451,01,820608,1995-08-14,2022-11-14
034917,01,1552189,2016-05-16,2021-05-27
030280,01,1697851,2017-02-10,2025-08-12
034659,01,1095130,2019-04-15,2021-04-30
003761,01,351998,1995-03-28,2025-08-12
060844,01W,1717161,2018-01-16,2023-12-05
177179,01,1378624,2006-10-31,2020-11-09
066119,01,1041588,1999-04-15,2021-01-04
002823,01,355649,1998-05-15,2002-12-06
015403,01,5016,1994-03-31,2003-11-12
165269,01W,1307873,2004-12-02,2012-02-14
065911,01,1045014,1997-09-04,2012-05-31
061425,01,934749,1996-05-14,2008-12-04
023135,01,866752,1996-05-14,2000-11-14
110519,01,1102709,2000-05-03,2017-08-15
063766,01,1020265,1996-08-08,2007-02-23
028387,01,882505,2003-02-05,2006-05-24
065630,01,1038280,1997-10-17,2013-11-08
008215,03,812074,1994-03-30,2025-04-30
016403,01W,831980,1999-05-25,2008-04-18
002942,01,19446,1995-06-13,2021-05-28
022827,01,862599,1996-03-01,2018-03-08
061389,01,948034,1996-09-11,2008-03-12
132740,14W,1107457,2001-12-04,2010-08-05
009087,01,1001601,2000-03-30,2025-06-27
110288,90,1052124,1998-11-17,2008-01-30
004060,01,29915,1995-03-23,2017-07-27
013070,01,1205431,2004-06-04,2006-06-06
065226,01,1036188,1997-07-10,2021-09-09
003243,01W,831001,1994-05-13,2025-08-06
031625,01C,1096019,2000-03-30,2003-09-15
024105,02,874389,1996-05-14,2005-02-28
029316,04,912893,1996-08-14,2006-03-16
005680,92W,354950,1994-04-22,2025-08-26
002940,01,19411,1994-02-11,2021-11-05
024589,01W,939187,2002-11-13,2006-11-13
006242,03,919226,1995-03-07,2010-05-05
003243,27,831001,1994-05-13,2025-08-06
146564,04,1134765,2003-08-19,2012-11-14
030072,06,914713,1996-05-15,2005-05-06
028708,03,1005887,2002-11-27,2006-08-14
002406,01C,1144906,2002-02-08,2013-03-08
017828,90W,1067318,1999-03-31,2010-04-27
003243,90W,831001,1994-05-13,2025-08-06
003243,34,831001,1994-05-13,2025-08-06
003243,07,831001,1994-05-13,2025-08-06
063769,01,1271193,2003-12-16,2008-08-07
140977,01,1126294,2000-10-17,2010-11-03
175007,01,1362468,2006-05-15,2025-08-06
025855,01,865277,1995-11-29,2018-03-08
178494,02,1368365,2007-06-01,2025-01-13
112626,01,1060523,1998-08-31,2017-03-15
063281,01W,865917,1996-08-14,2012-12-10
160378,05,1287701,2004-11-09,2015-11-05
064535,02,1021010,1997-02-28,2009-11-09
184619,01,1476246,2009-11-10,2018-08-01
012540,91W,796343,1995-02-17,2025-06-25
014996,01,711303,1995-11-14,2010-11-15
151772,01C,1309799,2004-12-23,2010-04-30
023671,17W,924613,2002-05-21,2025-03-13
022580,01,1378453,2006-12-12,2023-04-27
028349,12,899051,1996-05-14,2025-04-30
116395,01,1006637,1998-12-03,2010-02-25
025632,01,1408100,2009-11-19,2025-08-07
012540,90W,796343,1995-02-17,2025-06-25
164755,01,1334036,2005-08-15,2025-08-07
174147,01W,1355096,2007-03-01,2025-08-07
033667,01,1466538,2009-08-17,2023-02-28
065921,02C,1011509,1997-08-29,2025-08-14
023671,03W,924613,2002-05-21,2025-03-13
023671,19W,924613,2002-05-21,2025-03-13
185058,01,1492658,2010-06-08,2015-11-05
133288,01,1038074,2000-01-18,2025-08-05
163680,02,1313918,2005-05-13,2015-11-16
187714,01,1378718,2011-04-08,2019-11-26
187737,01,1526796,2011-07-29,2017-05-16
160173,01,1253986,2004-02-05,2025-08-01
018109,01,1573166,2013-03-29,2019-02-28
014007,01,1358651,2006-08-21,2019-06-11
017693,01,1490660,2013-04-02,2016-08-03
018745,02W,1448893,2013-07-30,2025-08-08
187118,09W,1513845,2011-04-28,2025-04-30
012939,01,1075415,1999-09-22,2025-08-04
109599,01,1053352,1998-03-31,2025-08-08
021452,90,1604924,2014-04-09,2022-11-09
023986,01,1626199,2015-02-13,2017-07-21
028021,02,1661181,2016-09-02,2018-11-09
006543,01,57131,1994-02-14,2025-08-19
165264,01,1331875,2005-07-06,2025-08-07
184602,01,1487798,2010-08-16,2025-08-14
021153,01,832407,1995-05-15,2006-05-15
061597,01,1002243,1996-05-15,1997-11-14
032280,02,1507934,2011-01-28,2016-11-08
015274,01C,837173,1995-05-02,2015-11-05
100465,01W,314590,2003-03-06,2023-02-23
021227,02,1611983,2014-07-25,2025-08-07
021451,04W,1609653,2014-06-04,2017-02-23
016101,90W,1551152,2012-06-04,2025-08-04
001186,01,2809,2002-07-24,2025-04-24
013579,02,803649,1994-03-23,2025-02-27
032280,01,1507934,2011-01-28,2016-11-08
170614,03W,1538908,2012-01-18,2012-04-24
028021,01,1661181,2016-09-02,2018-11-09
013562,01,790816,1995-05-11,2006-11-09
064821,03,1035443,1997-03-18,2025-07-21
137433,02W,1115837,2002-12-17,2023-11-16
016428,05C,915191,2002-11-12,2025-05-01
016428,08C,915191,2002-11-12,2025-05-01
016428,06C,915191,2002-11-12,2025-05-01
063334,01,1015172,1996-06-04,2005-05-20
061050,01,934011,1996-08-07,1999-02-17
003639,01,26076,1994-02-11,2021-05-05
064353,01,1023695,1996-10-15,1999-11-22
004993,01,39917,1995-03-02,2002-08-14
119214,01,1075314,1998-12-30,2000-11-13
030130,01,920521,1996-05-14,2004-05-10
062856,01,906873,1996-08-09,1999-11-15
004024,01,860673,1995-05-15,2000-05-15
118504,01,1070630,1999-06-30,2007-11-19
015119,01C,832342,1998-04-15,1999-08-17
065585,01,1039467,1997-12-15,2001-09-14
015363,03,814184,1995-05-15,2019-07-31
144011,01,1075861,2001-02-21,2008-05-20
064688,01,1014653,1997-03-26,2011-05-09
064014,01,894871,1996-07-30,2016-10-31
121595,01,1073362,1999-06-10,2017-08-01
106284,01C,1048407,2000-04-11,2008-02-20
022650,01C,66649,1999-04-14,2016-08-15
028429,01,778165,1996-05-15,2012-11-21
222519,01W,1053947,2003-06-30,2015-04-30
022994,01,789667,1998-07-16,2008-11-14
158573,01,1239672,2004-07-01,2014-06-12
153191,01,1120830,2000-09-15,2013-11-14
145951,01,1132704,2001-07-18,2012-09-06
014018,01,811522,2003-01-14,2024-11-29
117027,02C,1054097,1999-05-13,2009-05-20
176554,01,1334586,2005-08-03,2017-04-07
189457,01,1465509,2011-09-06,2016-11-18
127640,01,1093677,1999-09-03,2011-10-17
186162,01,1485156,2010-04-07,2014-12-23
141801,01,789606,2002-12-05,2009-01-14
065540,01,1041514,2004-08-25,2025-05-07
141336,01,1270778,2005-06-30,2007-11-30
066405,02W,1300050,2005-05-18,2021-05-06
108891,02C,1286799,2007-08-20,2013-05-14
026685,01,870732,2002-08-12,2014-11-17
061476,01,904541,1996-05-15,2002-11-01
112759,02,1065059,1998-07-23,2025-08-06
062755,01,1006424,1996-05-15,2018-03-16
163587,01,1065648,2005-03-07,2009-11-09
025092,01C,878518,2003-04-21,2025-08-07
031769,01,1759352,2020-08-31,2020-08-31
022053,01W,1071993,1999-02-12,2021-11-15
022053,02,1071993,1999-02-12,2021-11-15
030746,01,1042053,1997-11-21,2012-09-19
015087,01,814586,1995-11-13,2025-08-12
119417,01,1076405,1999-05-12,2010-02-22
108585,01W,1077640,2001-09-04,2008-03-31
137430,01,1110418,2002-04-02,2008-12-19
186871,01,1419051,2011-04-06,2024-11-20
183152,01,1082384,2007-02-09,2011-11-21
019720,01,1445918,2013-09-23,2016-11-14
063122,01,930775,1996-08-13,2025-08-15
180818,01,1420078,2008-01-28,2012-10-15
036153,02,1015383,2017-03-23,2025-08-08
163738,01,1220819,2003-02-27,2008-03-26
139704,01,1084133,2000-03-16,2008-11-18
147411,01,1130781,2001-03-06,2025-08-14
123716,02,1077913,1999-08-25,2002-05-07
112725,01,1081172,2000-04-14,2005-12-02
141816,01,1086440,2000-07-06,2001-05-21
020181,01,763245,1998-11-13,2007-11-26
009505,01,318852,1996-05-28,2007-05-21
124042,01C,1086888,2003-03-31,2025-08-06
124042,05C,1086888,2003-03-31,2025-08-06
115499,01,1076262,1999-05-17,2022-09-15
114241,01,1092105,2000-01-28,2006-12-13
161794,01,1318268,2005-05-04,2025-08-22
115708,01,1093986,2000-02-25,2002-07-02
150846,01,1127572,2000-11-17,2008-08-14
061835,02,1108107,2000-03-27,2004-11-12
014011,01C,782819,1996-05-14,2006-10-31
137130,01,1108185,2000-03-03,2010-10-28
124677,01,1002119,1997-11-12,2001-11-14
176278,01,1324736,2005-09-26,2023-11-16
022965,01,319124,1996-08-09,2010-03-05
017180,02,318673,1995-05-15,2025-08-14
175221,01,1342219,2007-01-16,2024-05-20
143319,01,1093913,1999-08-31,2008-11-13
011986,01,803605,1995-05-12,2002-03-28
012814,01,783728,1995-04-11,2003-08-18
121413,01,730037,1996-03-28,2006-01-20
025754,01,888138,1996-08-14,2002-08-09
011310,01,104987,1995-05-15,2010-02-10
065311,01,1041095,1997-06-26,2004-01-06
006995,01,766561,1995-05-12,2014-07-30
028983,01,911149,1996-04-30,2008-11-12
007278,01,835768,1995-11-14,2008-06-06
064375,01,834306,1996-12-26,2007-05-09
003203,01,830524,1995-07-13,2023-11-09
145227,01,1158265,2001-09-07,2007-03-20
127279,01,1095480,1999-09-24,2007-05-10
156290,01,1262001,2003-09-08,2004-11-15
025799,01,98544,1996-05-14,2006-02-13
024825,07,860546,1996-08-14,2025-07-31
212773,01W,1072670,2003-02-14,2007-11-30
060950,01,880321,1996-05-15,2007-04-02
031748,01,930803,1995-12-22,2014-05-15
146117,01,1141240,2001-11-20,2025-08-13
066675,02,1048142,1997-10-23,2007-05-21
260758,01,1313730,2005-05-16,2010-11-12
182223,01,352960,2003-04-07,2025-07-18
064030,01,1022671,1996-09-23,2025-08-11
148650,01,1143363,2002-06-24,2008-11-05
002251,01,723889,1996-04-01,2010-11-15
158761,01,1295923,2004-07-06,2008-03-21
216019,05W,1089496,2005-02-08,2016-11-08
014802,12W,833029,2002-11-26,2006-12-21
216019,91W,1089496,2005-02-08,2016-11-08
216019,14W,1089496,2005-02-08,2016-11-08
182400,01,352960,2003-04-07,2025-07-18
010217,01,352960,2003-04-07,2025-07-18
179399,01,352960,2003-04-07,2025-07-18
008087,02,350868,1995-08-14,2024-08-08
165394,01,1325460,2005-05-04,2011-11-14
065069,01,1027324,1997-05-15,2007-03-16
176522,01,1375098,2006-10-13,2007-03-28
008065,01,216748,1996-07-15,2011-01-14
110565,01,1006820,1996-05-14,2012-05-22
157479,03,1258623,2004-06-29,2025-06-27
066798,01,1295976,2004-11-15,2010-10-08
062088,01,847383,1996-12-30,2012-11-13
176783,09,1433669,2008-04-30,2015-08-14
008068,01,797468,1995-03-17,2025-08-06
221261,06W,1190713,2003-05-16,2013-03-06
007977,06,72903,1994-01-25,2025-07-31
002606,01,16104,1995-02-07,2011-08-16
275350,90W,1115837,2010-03-18,2010-06-02
144435,01,1144519,2001-07-13,2023-10-26
007291,01,65270,1995-03-13,2025-07-09
208421,01W,1122491,2002-08-22,2025-08-15
030582,02W,1096061,2002-11-12,2018-11-30
101310,05W,1114448,2001-04-11,2025-07-17
101310,06W,1114448,2001-04-11,2025-07-17
009273,01C,85535,1995-05-11,2025-08-07
003593,01,25598,1994-03-23,2019-11-01
177129,04W,1384360,2007-03-23,2013-04-26
025495,04,1379895,2007-05-09,2018-02-22
113530,01,1065860,1999-09-09,2016-11-14
013599,02,816284,1995-05-09,2019-10-31
007257,01W,310158,2010-02-16,2025-08-05
022410,90,1625297,2016-07-14,2025-07-31
277812,04W,1438569,2010-08-10,2025-05-12
015362,01W,719245,2002-11-07,2025-08-14
203646,02W,719245,2015-11-10,2015-11-10
277812,09W,1438569,2010-08-10,2025-05-12
209382,90W,917851,2006-05-18,2024-07-26
034945,90W,1769484,2019-03-18,2025-06-20
028883,01W,909037,2002-12-04,2024-11-20
318005,01,1697862,2017-08-24,2025-03-20
318005,05W,1697862,2017-08-24,2025-03-20
036637,02,1768910,2019-04-15,2023-05-26
036530,01,1818844,2020-07-24,2025-08-13
033980,01,1743858,2018-08-08,2021-01-13
020115,01,1069899,1999-02-12,2025-08-27
032984,01W,1173281,2019-03-08,2023-11-09
036637,03,1768910,2019-04-15,2023-05-26
020115,01W,1069899,1999-02-12,2025-08-27
019275,07,1442626,2010-03-31,2022-08-08
020004,02W,1595761,2014-01-09,2025-05-21
037623,02,1793659,2020-12-16,2025-07-31
034328,90,1743340,2018-07-31,2025-03-28
175265,01,1362481,2007-01-08,2025-07-07
038468,03,1850038,2021-09-27,2022-08-12
036808,04,1802450,2020-11-16,2025-08-14
039433,02,1851959,2021-07-01,2025-08-05
038620,01,1844419,2021-06-17,2024-11-27
040369,01,1865701,2021-09-02,2023-11-13
037516,03,1826667,2020-10-29,2025-08-12
039938,02,1866390,2021-09-30,2023-05-10
037707,02,1820190,2020-08-19,2025-08-13
037669,01,1830531,2021-04-15,2022-07-28
020890,01W,1649752,2022-03-24,2025-08-14
036883,01,1814215,2020-10-16,2023-03-31
024168,01,1108150,2000-03-02,2002-05-15
165876,01,1071760,2001-07-27,2017-11-20
147396,01,1100592,2000-12-06,2015-05-19
061781,01,1116094,2000-08-15,2008-01-31
139703,01,1103546,2000-05-15,2004-05-17
142156,01,1113643,2000-05-08,2009-01-16
018322,01,1122897,2013-04-29,2016-11-02
160598,01,1124941,2004-05-28,2025-04-28
061390,01,946738,1996-08-13,2008-08-19
006547,01,1126956,2006-10-27,2025-08-05
031858,02,930548,1996-08-09,2006-11-13
023811,01,1095701,2000-07-20,2003-11-13
015582,24C,9631,2002-08-27,2025-08-26
016423,34C,1085359,2001-08-29,2014-03-05
016423,10,1085359,2001-08-29,2014-03-05
016423,07C,1085359,2001-08-29,2014-03-05
016423,13C,1085359,2001-08-29,2014-03-05
145622,01C,1135443,2001-03-23,2005-10-07
023700,01,319450,1996-05-15,2010-02-05
165993,01,1136893,2006-02-06,2025-08-05
178347,01,1392121,2007-03-08,2013-09-04
106064,01C,1136861,2003-03-04,2008-01-07
024627,09,897455,2003-05-19,2009-05-19
106998,01,1023109,2003-02-07,2014-09-18
110359,01,719264,1994-02-25,2014-11-10
113422,01,1091566,1999-09-03,2005-11-22
109927,01,768216,1997-08-15,2024-11-19
063858,01,3959,1996-09-30,2006-05-22
006467,02,719729,1995-05-15,2008-02-25
178965,01,1403386,2007-08-15,2009-03-06
061019,01,754597,1995-03-24,2010-11-02
063909,01,928447,1996-08-05,2010-07-28
147395,01,1098343,2000-06-26,2018-02-27
030293,04,920522,1996-05-14,2013-11-04
107434,01C,1020825,1998-01-26,2018-06-08
185690,01C,1501010,2011-08-15,2013-05-23
003184,02,21828,1995-05-10,2013-08-13
143421,01,1137861,2001-04-27,2015-07-30
037428,01,1820144,2021-01-06,2022-11-07
039726,01,1865187,2021-06-23,2025-08-11
040560,01,1888447,2021-11-10,2025-08-11
034975,01,1550913,2012-06-01,2025-05-15
036976,02,1819510,2020-11-12,2022-08-15
037070,02,1821159,2020-11-12,2021-08-13
039960,01,1878848,2021-08-26,2025-08-28
038519,03,1849902,2021-07-12,2024-05-20
330227,01W,1720161,2018-01-10,2025-05-14
037133,03,1822873,2020-12-04,2022-08-15
